No.,Estado,Sistema,Nombre_común,Género,Especie,Región, Localidad,Latitud,Longitud,Altitud,CodMunicip,Municipio
138,Chiapas,Milpa Sustentable,Maíz,Zea,mays,Valle de Santo Domingo,Nuevo Chamizal,16.836111,-91.381111,950,7059,Ocosingo
4,Chiapas,Ganadería Silvopastoril,C'anshish ,Acacia,penulata,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Cebollín,Allium,schoenoprasum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
10,Chiapas,Milpa Sustentable,Cebollín,Allium,schoenoprasum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Anona,Annona,reticulata,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Chapay,Astrocaryum,mexicanum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
7,Chiapas,Ganadería Silvopastoril,Popiste,Blepharidium,guatemalense,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Ramón,Brosimum,alicastrum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Chile,Capsicum,annuum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Cedro,Cedrela,odorata,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Pacaya,Chamaedorea,tepejilote,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Naranja,Citrus,sinensis,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,mandarina,Citrus,reticulata,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,mandarina,Citrus,reticulata,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,limon,Citrus,limon,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Café,Coffea,arabica,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Cilantro,Coriandrum,sativum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
2,Chiapas,Milpa Sustentable,Calabaza dulce ,Cucurbita,pepo,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
4,Chiapas,Milpa Sustentable,Chigua ,Cucurbita,argyrosperma,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Campanilla,Datura,candida,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
2,Chiapas,Ganadería Silvopastoril,Colorín/m'ote,Erythrina,americana,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
1,Chiapas,Ganadería Silvopastoril,Cocoite/Chanté ,Gliricidia,sepium,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
5,Chiapas,Ganadería Silvopastoril,Guasima/shuyuy,Guazuma,ulmifolia,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,paterna ,Inga,paterno,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
6,Chiapas,Milpa Sustentable,Camote,Ipomoea,batatas,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Mango,Mangifera,indica,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
5,Chiapas,Milpa Sustentable,Yuca,Manihot,esculenta,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Platano,Musa,paradisiaca,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,platano,Musa,paradisiaca,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,albahaca,Ocimum,basilicum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Cacate,Oecopetalum,mexicanum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,oregano,Origanum,vulgare,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
140,Chiapas,Milpa Sustentable,Frijol/suelo y vara,Phaseolus,vulgaris,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
11,Chiapas,Milpa Sustentable,momon ,Piper,auritum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
3,Chiapas,Ganadería Silvopastoril,Guayaba,Psidium,guajava,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,ruda,Ruta,graveolens,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Sauco,Sambucus,nigra,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
9,Chiapas,Milpa Sustentable,Chayote,Sechium,edule,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
8,Chiapas,Milpa Sustentable,mostaza,Sinapsis,alba,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
6,Chiapas,Ganadería Silvopastoril,Sosa ,Solanum,torvum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,tomatillo rojo,Solanum,lycopersicum,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,caoba,Swietenia,macrophylla,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Cacao,Theobroma,cacao,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
7,Chiapas,Milpa Sustentable,malanga,Xanthosoma,sagittifolium,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
1,Chiapas,Milpa Sustentable,Maíz,Zea,mays,Cañadas del Río Perlas,El Calvario,16.68463167,-91.37827583,592,7059,Ocosingo
NA,Chiapas,Traspatios,Chicozapote,Achras,zapota,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Cebollín,Allium,scaposum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Cebolla,Allium,cepa,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
242,Chiapas,Ganadería Silvopastoril,PATO,Anas,platyrhynchos,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
238,Chiapas,Ganadería Silvopastoril,GANADO,Bos,taurus,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
239,Chiapas,Ganadería Silvopastoril,GANADO,Bos,indicus,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
234,Chiapas,Ganadería Silvopastoril,Brizantha/Signa,Urochloa,brizantha,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
233,Chiapas,Ganadería Silvopastoril,humidicola,Urochloa,humidicola,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
150,Chiapas,Milpa Sustentable,mostaza,Brassica,campestris,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
236,Chiapas,Ganadería Silvopastoril,Ramón,Brosimum,alicastrum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
157,Chiapas,Milpa Sustentable,Chícharo de arbol,Cajanuns,indicus,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
156,Chiapas,Milpa Sustentable,Chícharo vaca,Cajanuns,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Chícharo Gandul,Cajanus,cajan,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
154,Chiapas,Milpa Sustentable,zapote caimito,Chrysophyllum,cainito,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Café,Coffea,canephora,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Café,Coffea,arabica,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
161,Chiapas,Milpa Sustentable,Café,Coffea,arabica,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Hoja blanca,Colathea,lutea,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
144,Chiapas,Milpa Sustentable,malanga,Colocasia,esculenta,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Cilantro criollo,Coriandrum,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,HUAJ´AN,Costus,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Huajan,Costus,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
158,Chiapas,Milpa Sustentable,Calabaza,Cucurbita,ficifolia,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
151,Chiapas,Milpa Sustentable,chigua,Cucurbita,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Alcachofa,Cynara,scolymus,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
232,Chiapas,Ganadería Silvopastoril,ESTRELLA,Cynodon,nlemfuensis,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Berengena,Solanum,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Milpa Sustentable,zapote negro,Diospyros,digyna,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Perejil criollo,Eryngium,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,MOTE/PICHOCO,Erythrina,coralloides,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
148,Chiapas,Milpa Sustentable,higo,Ficus,carica,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
240,Chiapas,Ganadería Silvopastoril,POLLO/GALLINA/MUT,Gallus,gallus,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
235,Chiapas,Ganadería Silvopastoril,Cocoite/Chanté ,Gliricidia,sepium,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
237,Chiapas,Ganadería Silvopastoril,PALO TINTO,Haematoxylum,campechianum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLATANILLO,Heliconia,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,JINICUIL,Inga,jinicuil,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Cuijinicuil,Inga,spuria,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Caspirol/Machetón,Inga,leptoloba,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Chalum,Inga,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
145,Chiapas,Milpa Sustentable,Camote blanco,Ipomoea,batatas,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
146,Chiapas,Milpa Sustentable,Camote morado,Ipomoea,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
155,Chiapas,Milpa Sustentable,zapote mamey,Mammea,americana,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
142,Chiapas,Milpa Sustentable,Yuca,Manihot,esculenta,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,HOJA DE TO´J,Maranta,arundinacea,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
241,Chiapas,Ganadería Silvopastoril,PAVO,Meleagris,gallopavo,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
147,Chiapas,Milpa Sustentable,Capulín,Muntingia,calabura,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLÁTANO CUADRADO,Musa,paradisiaca,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLÁTANO MORADO,Musa,paradisiaca,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,NA,NA,NA,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,NA,NA,NA,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,NA,NA,NA,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Albahaca,Ocimum,basilicum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
162,Chiapas,Milpa Sustentable,Aguacate,Persea,americana,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Aguacate,Persea,americana,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Chinine,Persea,schiedeana,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Aguacate,Persea,americana,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Perjil arribeño,Petroselinum,crispum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
139,Chiapas,Milpa Sustentable,frijol guia,Phaseolus,vulgaris,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
140,Chiapas,Milpa Sustentable,frijol matekdo,Phaseolus,vulgaris,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
159,Chiapas,Milpa Sustentable,pimienta cayena,Pimienta,dioica,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
152,Chiapas,Milpa Sustentable,momo,Piper,sanctum,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Guayaba ,Psidium,guajava,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Guillemole,Renealmia,exelsa,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
149,Chiapas,Milpa Sustentable,Ajonjolí,Sesamun,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
NA,Chiapas,Traspatios,Berengena,Solanum,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
243,Chiapas,Ganadería Silvopastoril,Cerdo/Chitam,Sus,scrofas,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
160,Chiapas,Milpa Sustentable,Cacao,Theobroma,cacao,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
141,Chiapas,Milpa Sustentable,frijol chipo,Viqna,unguiculata,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
143,Chiapas,Milpa Sustentable,macal,Xanthosoma,sp,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
138,Chiapas,Milpa Sustentable,Maíz,Zea,mays,Valle de Santo Domingo,El Limonar,16.96888889,-91.37777778,482,7059,Ocosingo
61,Chiapas,Milpa Sustentable,Frijol-Arroz,Vigna,umbellata,Maravilla Tenejapa,Plan Santo Domingo,16.23722,-91.36278,220,7115,Maravilla Tenejapa
NA,Chiapas,Traspatios,Chicozapote,Achras,zapota,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Cebollín,Allium,scaposum,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Cebolla,Allium,cepa,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
242,Chiapas,Ganadería Silvopastoril,PATO,Anas,platyrhynchos,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
238,Chiapas,Ganadería Silvopastoril,GANADO,Bos,taurus,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
239,Chiapas,Ganadería Silvopastoril,GANADO,Bos,indicus,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
234,Chiapas,Ganadería Silvopastoril,Brizantha/Signa,Urochloa,brizantha,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
233,Chiapas,Ganadería Silvopastoril,humidicola,Urochloa,humidicola,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
150,Chiapas,Milpa Sustentable,mostaza,Brassica,campestris,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
236,Chiapas,Ganadería Silvopastoril,Ramón,Brosimum,alicastrum,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
157,Chiapas,Milpa Sustentable,Chícharo de arbol,Cajanuns,indicus,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
156,Chiapas,Milpa Sustentable,Chícharo vaca,Cajanuns,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Chícharo Gandul,Cajanus,cajan,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
154,Chiapas,Milpa Sustentable,zapote caimito,Chrysophyllum,cainito,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Café,Coffea,canephora,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Café,Coffea,arabica,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
161,Chiapas,Milpa Sustentable,Café,Coffea,arabica,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Hoja blanca,Colathea,lutea,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
144,Chiapas,Milpa Sustentable,malanga,Colocasia,esculenta,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Cilantro criollo,Coriandrum,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,HUAJ´AN,Costus,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Huajan,Costus,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
158,Chiapas,Milpa Sustentable,Calabaza,Cucurbita,ficifolia,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
151,Chiapas,Milpa Sustentable,chigua,Cucurbita,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Alcachofa,Cynara,scolymus,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
232,Chiapas,Ganadería Silvopastoril,ESTRELLA,Cynodon,nlemfuensis,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Berengena,Solanum,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Milpa Sustentable,zapote negro,Diospyros,digyna,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Traspatios,Perejil criollo,Eryngium,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,MOTE/PICHOCO,Erythrina,coralloides,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
148,Chiapas,Milpa Sustentable,higo,Ficus,carica,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
240,Chiapas,Ganadería Silvopastoril,POLLO/GALLINA/MUT,Gallus,gallus,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
235,Chiapas,Ganadería Silvopastoril,Cocoite/Chanté ,Gliricidia,sepium,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
237,Chiapas,Ganadería Silvopastoril,PALO TINTO,Haematoxylum,campechianum,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLATANILLO,Heliconia,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,JINICUIL,Inga,jinicuil,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Cuijinicuil,Inga,spuria,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Caspirol/Machetón,Inga,leptoloba,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,Chalum,Inga,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
145,Chiapas,Milpa Sustentable,Camote blanco,Ipomoea,batatas,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
146,Chiapas,Milpa Sustentable,Camote morado,Ipomoea,sp,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
155,Chiapas,Milpa Sustentable,zapote mamey,Mammea,americana,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
142,Chiapas,Milpa Sustentable,Yuca,Manihot,esculenta,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,HOJA DE TO´J,Maranta,arundinacea,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
241,Chiapas,Ganadería Silvopastoril,PAVO,Meleagris,gallopavo,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
147,Chiapas,Milpa Sustentable,Capulín,Muntingia,calabura,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLÁTANO CUADRADO,Musa,paradisiaca,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
NA,Chiapas,Agroforesteria con café,PLÁTANO MORADO,Musa,paradisiaca,Valle de Santo Domingo,Busiljá,17.06,-91.3617,120,7059,Ocosingo
